FirstSurvey,Surveyno,WVDNRID,Date,JulianDay,Year,County,Scout,Land,Hours,PublicPrivate,Gobbling,Gcalled,GSeen,JSeen,GKilled,GCrip,GMissed,Intensity,HHeard,TotCalled,HSeen,HCalled,UnknownTK,Deer,Squirrels,Bear,Fox,Bobcats,RGFlushed,RGDrum,Coyotes,TKWinKill,DRWinKill,Temp,Precip,Wind,Cloud,Woods,Batch,Region,District,StartDate,WOS
0,190443,204968,5/4/2019,123,2019,Clay,0,0,5,,0,0,0,0,0,0,0,,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,2,1,1,0,0,GH19N227,3,3,4/15/2019,3
0,190443,204968,5/3/2019,122,2019,Clay,0,0,4,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,2,1,0,0,GH19N227,3,3,4/15/2019,3
0,190443,204968,5/1/2019,120,2019,Clay,0,0,3,,1,1,1,0,0,0,0,2,1,2,1,1,2,0,10,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N227,3,3,4/15/2019,3
0,190443,204968,4/30/2019,119,2019,Clay,0,0,3,,4,0,0,0,0,0,0,2,1,0,0,0,0,1,30,0,0,0,0,0,1,0,0,2,1,3,0,0,GH19N227,3,3,4/15/2019,3
0,190443,204968,4/28/2019,117,2019,Clay,0,0,3.5,,1,0,0,0,0,0,0,1,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N227,3,3,4/15/2019,2
0,190443,204968,4/26/2019,115,2019,Clay,0,0,3,,5,0,4,0,0,0,0,2,4,0,0,0,4,1,20,0,0,0,0,0,1,0,0,2,3,4,0,0,GH19N227,3,3,4/15/2019,2
0,190443,204968,4/25/2019,114,2019,Clay,0,0,4,,2,0,0,0,0,0,0,3,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N227,3,3,4/15/2019,2
0,190443,204968,4/24/2019,113,2019,Clay,0,0,5,,2,0,0,0,0,0,0,3,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N227,3,3,4/15/2019,2
0,190443,204968,4/23/2019,112,2019,Clay,0,0,3,,1,1,1,0,0,0,0,1,1,2,1,1,2,0,20,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N227,3,3,4/15/2019,2
0,190443,204968,4/21/2019,110,2019,Clay,0,0,4,,3,1,1,0,0,0,0,2,3,1,3,0,4,1,30,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N227,3,3,4/15/2019,1
0,190443,204968,4/19/2019,108,2019,Clay,0,0,5,,2,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,3,2,0,0,GH19N227,3,3,4/15/2019,1
0,190443,204968,4/17/2019,106,2019,Clay,0,0,5,,1,0,1,0,0,0,0,5,2,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,1,2,0,0,GH19N227,3,3,4/15/2019,1
1,190443,204968,4/15/2019,104,2019,Clay,0,0,3,,3,3,3,0,1,0,0,3,0,3,0,0,0,2,20,0,0,0,0,0,0,0,0,2,3,5,0,0,GH19N227,3,3,4/15/2019,1
0,190442,,5/8/2019,127,2019,Lincoln,0,0,1,,1,1,1,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,6,5,4/15/2019,4
0,190442,,5/7/2019,126,2019,Lincoln,0,0,2,,2,1,2,0,1,0,0,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,6,5,4/15/2019,4
0,190442,,5/6/2019,125,2019,Lincoln,0,0,4,,7,1,1,0,0,0,0,4,3,2,1,1,1,3,7,0,0,0,0,0,1,0,0,2,2,4,0,0,GH19N227,6,5,4/15/2019,4
0,190442,,5/2/2019,121,2019,Logan,0,0,7,,7,1,0,3,0,0,0,4,1,1,0,0,3,4,0,0,0,0,1,0,0,0,0,2,3,5,0,0,GH19N227,3,5,4/15/2019,3
0,190442,,4/30/2019,119,2019,Lincoln,0,0,3,,0,0,0,0,0,0,0,,3,0,0,0,0,1,11,0,0,0,0,0,0,0,0,2,1,1,0,0,GH19N227,6,5,4/15/2019,3
0,190442,,4/29/2019,118,2019,Lincoln,0,0,5,,4,0,0,0,0,0,0,2,3,0,0,0,0,7,4,0,0,0,0,0,0,0,0,3,1,4,0,0,GH19N227,6,5,4/15/2019,3
0,190442,,4/25/2019,114,2019,Lincoln,0,0,4.5,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,2,1,1,0,0,GH19N227,6,5,4/15/2019,2
0,190442,,4/24/2019,113,2019,Logan,0,0,6,,7,0,1,0,0,0,0,4,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,3,5,4/15/2019,2
0,190442,,4/22/2019,111,2019,Logan,0,0,6.5,,5,2,2,0,0,0,0,4,3,3,1,1,2,3,0,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N227,3,5,4/15/2019,2
0,190442,,4/20/2019,109,2019,Lincoln,0,0,5.5,,1,0,0,0,0,0,0,5,1,1,1,1,1,6,5,0,0,0,0,0,0,0,0,3,3,1,0,0,GH19N227,6,5,4/15/2019,1
0,190442,,4/17/2019,106,2019,Lincoln,0,0,4,,4,0,0,0,0,0,0,3,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,3,1,2,0,0,GH19N227,6,5,4/15/2019,1
1,190442,,4/16/2019,105,2019,Lincoln,0,0,6.5,,3,0,0,0,0,0,0,2,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,3,1,1,0,0,GH19N227,6,5,4/15/2019,1
0,190441,202820,5/6/2019,125,2019,Monroe,0,0,2,,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N227,3,4,4/15/2019,4
0,190441,202820,5/5/2019,124,2019,Monroe,0,0,5,,0,0,0,0,0,0,0,5,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,2,2,2,0,0,GH19N227,3,4,4/15/2019,3
0,190441,202820,5/4/2019,123,2019,Monroe,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,2,1,0,0,GH19N227,3,4,4/15/2019,3
0,190441,202820,4/20/2019,109,2019,Monroe,0,0,3,,0,0,0,2,0,0,0,1,3,0,1,0,2,5,0,0,0,0,0,0,0,0,0,3,1,4,0,0,GH19N227,3,4,4/15/2019,1
0,190441,202820,4/19/2019,108,2019,Monroe,0,0,4.5,,0,9,2,7,0,0,0,2,2,10,1,1,3,3,6,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,3,4,4/15/2019,1
0,190441,202820,4/18/2019,107,2019,Monroe,0,0,3,,0,2,2,0,1,0,0,3,1,2,0,0,0,6,2,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,3,4,4/15/2019,1
0,190441,202820,4/17/2019,106,2019,Monroe,0,0,4,,0,0,0,0,0,0,0,3,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,1,4,0,0,GH19N227,3,4,4/15/2019,1
0,190441,202820,4/16/2019,105,2019,Monroe,0,0,4.5,,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,1,3,0,0,GH19N227,3,4,4/15/2019,1
1,190441,202820,4/15/2019,104,2019,Monroe,0,0,4.5,,0,3,1,3,0,0,0,0,1,3,2,0,0,6,0,0,0,0,0,0,0,0,0,3,6,5,0,0,GH19N227,3,4,4/15/2019,1
0,190440,,5/8/2019,127,2019,Ritchie,0,0,3,,0,0,0,0,0,0,0,,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,GH19N227,5,6,4/15/2019,4
0,190440,,5/7/2019,126,2019,Ritchie,0,0,4,,2,0,2,0,0,0,0,2,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,0,GH19N227,5,6,4/15/2019,4
0,190440,,5/6/2019,125,2019,Ritchie,0,0,5,,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,GH19N227,5,6,4/15/2019,4
0,190440,,4/30/2019,119,2019,Ritchie,0,0,4,,2,0,0,2,0,0,0,3,0,0,5,0,0,6,3,0,0,0,0,0,0,0,0,2,0,2,0,0,GH19N227,5,6,4/15/2019,3
0,190440,,4/29/2019,118,2019,Ritchie,0,0,3.5,,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,GH19N227,5,6,4/15/2019,3
0,190440,,4/23/2019,112,2019,Ritchie,0,0,4,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,GH19N227,5,6,4/15/2019,2
0,190440,,4/22/2019,111,2019,Ritchie,0,0,5,,5,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,GH19N227,5,6,4/15/2019,2
0,190440,,4/17/2019,106,2019,Ritchie,0,0,3.5,,3,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,4,0,0,GH19N227,5,6,4/15/2019,1
1,190440,,4/16/2019,105,2019,Ritchie,0,0,4,,3,0,0,0,0,0,0,3,4,0,0,0,0,6,2,0,0,0,0,0,0,0,0,3,0,0,0,0,GH19N227,5,6,4/15/2019,1
0,190439,536657,5/2/2019,121,2019,Grant,0,0,1,,3,2,2,0,1,0,0,4,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,1,2,4/15/2019,3
0,190439,536657,4/29/2019,118,2019,Grant,0,0,0.75,,2,1,1,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N227,1,2,4/15/2019,3
0,190439,536657,4/26/2019,115,2019,Mineral,0,0,3.25,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,GH19N227,1,2,4/15/2019,2
1,190439,536657,4/15/2019,104,2019,Mineral,0,0,4.25,,0,0,0,0,0,0,0,,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,3,6,3,0,0,GH19N227,1,2,4/15/2019,1
0,190438,115494,5/6/2019,125,2019,Jefferson,0,0,4,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,2,1,3,0,0,GH19N227,1,2,4/15/2019,4
0,190438,115494,4/30/2019,119,2019,Jefferson,0,0,1,,2,1,1,0,1,0,0,4,1,1,0,0,1,9,2,0,1,0,0,0,0,0,0,2,1,5,0,0,GH19N227,1,2,4/15/2019,3
0,190438,115494,4/22/2019,111,2019,Jefferson,0,0,5,,5,2,1,0,0,0,0,3,0,2,0,0,2,8,2,0,1,0,0,0,0,0,0,3,1,4,0,0,GH19N227,1,2,4/15/2019,2
0,190438,115494,4/18/2019,107,2019,Jefferson,0,0,5,,4,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N227,1,2,4/15/2019,1
1,190438,115494,4/17/2019,106,2019,Jefferson,0,0,4,,5,2,2,1,0,0,0,1,2,2,0,0,2,10,1,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N227,1,2,4/15/2019,1
0,190437,56292,5/7/2019,126,2019,Monroe,0,0,2,,5,5,1,4,1,0,0,5,1,5,0,0,0,5,3,0,0,0,0,0,0,0,0,3,2,5,0,0,GH19N227,3,4,4/15/2019,4
0,190437,56292,5/5/2019,124,2019,Monroe,0,0,6,,2,2,2,0,0,0,0,5,2,5,3,3,0,0,1,0,0,0,0,0,0,0,0,2,4,5,0,0,GH19N227,3,4,4/15/2019,3
0,190437,56292,4/29/2019,118,2019,McDowell,0,0,6,,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,3,4,4/15/2019,3
0,190437,56292,4/28/2019,117,2019,Monroe,0,0,6,,1,0,0,0,0,0,0,1,0,1,2,1,0,25,3,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,3,4,4/15/2019,2
0,190437,56292,4/27/2019,116,2019,Monroe,0,0,6,,1,0,0,0,0,0,0,1,2,2,2,2,0,4,6,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N227,3,4,4/15/2019,2
0,190437,56292,4/25/2019,114,2019,Mercer,0,0,3,,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,5,0,0,GH19N227,3,4,4/15/2019,2
0,190437,56292,4/24/2019,113,2019,McDowell,0,0,6,,1,1,1,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,2,0,0,0,2,1,5,0,0,GH19N227,3,4,4/15/2019,2
0,190437,56292,4/21/2019,110,2019,Monroe,0,0,6,,3,0,0,0,0,0,0,2,0,0,0,0,0,12,14,0,0,0,0,2,0,0,0,3,3,5,0,0,GH19N227,3,4,4/15/2019,1
0,190437,56292,4/20/2019,109,2019,Monroe,0,0,6,,6,9,5,5,1,0,0,3,0,9,3,0,0,0,2,0,0,0,0,0,0,0,0,3,4,5,0,0,GH19N227,3,4,4/15/2019,1
0,190437,56292,4/19/2019,108,2019,Monroe,0,0,6,,1,2,0,2,0,0,0,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5,5,0,0,GH19N227,3,4,4/15/2019,1
0,190437,56292,4/18/2019,107,2019,Mercer,0,0,6,,8,0,1,0,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,5,5,0,0,GH19N227,3,4,4/15/2019,1
0,190437,56292,4/17/2019,106,2019,Monroe,0,0,6,,2,2,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N227,3,4,4/15/2019,1
0,190437,56292,4/16/2019,105,2019,McDowell,0,0,6,,2,0,0,0,0,0,0,5,2,6,6,6,0,0,0,0,0,0,0,1,0,0,0,4,1,5,0,0,GH19N227,3,4,4/15/2019,1
1,190437,56292,4/15/2019,104,2019,Monroe,0,0,6,,0,3,0,3,0,0,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,GH19N227,3,4,4/15/2019,1
0,190436,166178,5/2/2019,121,2019,Monroe,0,0,4,,0,0,0,0,0,0,0,,1,0,3,0,3,0,2,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N227,3,4,4/15/2019,3
0,190436,166178,5/1/2019,120,2019,Pocahontas,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,1,1,0,0,GH19N227,2,3,4/15/2019,3
0,190436,166178,4/30/2019,119,2019,Pocahontas,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,1,1,0,0,GH19N227,2,3,4/15/2019,3
0,190436,166178,4/29/2019,118,2019,Pocahontas,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,1,0,0,GH19N227,2,3,4/15/2019,3
0,190436,166178,4/17/2019,106,2019,Pocahontas,0,0,4,,0,0,0,0,0,0,0,2,1,0,0,0,0,2,8,0,0,1,0,0,0,0,0,2,1,3,0,0,GH19N227,2,3,4/15/2019,1
0,190436,166178,4/16/2019,105,2019,Pocahontas,0,0,6,,0,0,0,0,0,0,0,,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,1,1,0,0,GH19N227,2,3,4/15/2019,1
1,190436,166178,4/15/2019,104,2019,Pocahontas,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,1,1,0,0,GH19N227,2,3,4/15/2019,1
0,190435,39936,5/9/2019,128,2019,Harrison,0,0,3.5,,1,4,1,3,1,0,0,3,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,4,1,4/15/2019,4
0,190435,39936,5/8/2019,127,2019,Harrison,0,0,3,,4,1,2,0,0,0,0,4,0,1,0,0,1,6,4,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N227,4,1,4/15/2019,4
0,190435,39936,5/7/2019,126,2019,Upshur,0,0,4.5,,2,0,0,0,0,0,0,1,3,1,1,1,0,9,1,0,0,0,0,0,1,0,0,3,1,2,0,0,GH19N227,4,3,4/15/2019,4
0,190435,39936,5/4/2019,123,2019,Harrison,0,0,5,,0,0,0,11,0,0,0,,1,0,0,0,2,10,4,0,0,0,0,0,0,0,0,2,3,1,0,0,GH19N227,4,1,4/15/2019,3
0,190435,39936,5/1/2019,120,2019,Harrison,0,0,4.5,,2,0,0,0,0,0,0,3,1,0,0,0,1,6,6,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N227,4,1,4/15/2019,3
0,190435,39936,4/30/2019,119,2019,Upshur,0,0,4,,8,3,3,0,0,0,0,2,1,3,0,0,0,3,0,0,0,0,0,1,0,0,0,2,1,5,0,0,GH19N227,4,3,4/15/2019,3
0,190435,39936,4/27/2019,116,2019,Harrison,0,0,4,,1,0,0,1,0,0,0,2,0,1,1,1,0,3,2,0,0,0,0,0,0,0,0,3,1,4,0,0,GH19N227,4,1,4/15/2019,2
0,190435,39936,4/26/2019,115,2019,Harrison,0,0,4,,3,0,3,0,0,0,0,3,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,2,4,3,0,0,GH19N227,4,1,4/15/2019,2
0,190435,39936,4/24/2019,113,2019,Harrison,0,0,3,,3,0,0,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N227,4,1,4/15/2019,2
0,190435,39936,4/22/2019,111,2019,Barbour,0,0,6,,4,1,1,0,0,0,0,3,0,1,2,0,0,9,6,0,0,0,0,0,0,0,0,3,1,4,0,0,GH19N227,4,1,4/15/2019,2
0,190435,39936,4/21/2019,110,2019,Barbour,0,0,4.5,,0,0,1,0,0,0,0,,1,0,0,0,1,16,2,0,1,0,1,0,0,0,0,3,3,4,0,0,GH19N227,4,1,4/15/2019,1
0,190435,39936,4/20/2019,109,2019,Barbour,0,0,6,,1,1,1,1,0,0,0,2,1,1,0,0,1,9,4,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N227,4,1,4/15/2019,1
0,190435,39936,4/19/2019,108,2019,Harrison,0,0,2.5,,0,0,0,1,0,0,0,,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,2,3,2,0,0,GH19N227,4,1,4/15/2019,1
0,190435,39936,4/18/2019,107,2019,Barbour,0,0,5,,4,2,2,0,0,1,0,5,1,2,2,0,1,6,2,0,0,0,0,0,0,0,0,2,1,1,0,0,GH19N227,4,1,4/15/2019,1
0,190435,39936,4/17/2019,106,2019,Harrison,0,0,5,,7,2,2,0,0,0,0,3,3,2,1,0,1,2,2,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N227,4,1,4/15/2019,1
0,190435,39936,4/16/2019,105,2019,Harrison,0,0,1,,2,1,1,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N227,4,1,4/15/2019,1
1,190435,39936,4/15/2019,104,2019,Harrison,0,0,3.5,,0,0,0,0,0,0,0,,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,3,4,2,0,0,GH19N227,4,1,4/15/2019,1
0,190434,136287,5/7/2019,126,2019,Raleigh,0,0,3,,1,1,1,0,1,0,0,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,3,4,4/15/2019,4
0,190434,136287,5/4/2019,123,2019,Raleigh,0,0,3,,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,GH19N227,3,4,4/15/2019,3
0,190434,136287,4/30/2019,119,2019,Raleigh,0,0,3,,2,1,2,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,3,4,4/15/2019,3
0,190434,136287,4/29/2019,118,2019,Raleigh,0,0,3,,1,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N227,3,4,4/15/2019,3
0,190434,136287,4/27/2019,116,2019,Raleigh,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,1,3,0,0,GH19N227,3,4,4/15/2019,2
0,190434,136287,4/25/2019,114,2019,Raleigh,0,0,2.5,,3,1,1,0,1,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,3,4,4/15/2019,2
0,190434,136287,4/23/2019,112,2019,Raleigh,0,0,2.5,,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,2,0,0,GH19N227,3,4,4/15/2019,2
0,190434,136287,4/22/2019,111,2019,Raleigh,0,0,2.5,,0,0,0,0,0,0,0,,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,1,1,0,0,GH19N227,3,4,4/15/2019,2
0,190434,136287,4/20/2019,109,2019,Roane,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,1,0,0,GH19N227,6,6,4/15/2019,1
0,190434,136287,4/19/2019,108,2019,Roane,0,0,5,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0,0,GH19N227,6,6,4/15/2019,1
0,190434,136287,4/18/2019,107,2019,Raleigh,0,0,3,,3,0,1,0,0,0,0,4,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,2,4,5,0,0,GH19N227,3,4,4/15/2019,1
0,190434,136287,4/17/2019,106,2019,Raleigh,0,0,3,,2,0,3,0,0,0,0,3,1,0,1,0,1,5,2,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N227,3,4,4/15/2019,1
0,190434,136287,4/16/2019,105,2019,Raleigh,0,0,3,,2,0,0,0,0,0,0,2,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N227,3,4,4/15/2019,1
1,190434,136287,4/15/2019,104,2019,Raleigh,0,0,2,,0,1,2,1,0,0,0,,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,3,6,2,0,0,GH19N227,3,4,4/15/2019,1
0,190433,109436,5/7/2019,126,2019,Monroe,0,0,1,,1,1,1,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N227,3,4,4/15/2019,4
0,190433,109436,5/6/2019,125,2019,Monroe,0,0,4,,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1,2,0,0,GH19N227,3,4,4/15/2019,4
0,190433,109436,5/4/2019,123,2019,Monroe,0,0,4,,1,0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,4,0,0,GH19N227,3,4,4/15/2019,3
0,190433,109436,5/3/2019,122,2019,Monroe,0,0,4,,0,0,0,0,0,0,0,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N227,3,4,4/15/2019,3
0,190433,109436,5/2/2019,121,2019,Monroe,0,0,4,,4,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N227,3,4,4/15/2019,3
0,190433,109436,5/1/2019,120,2019,Monroe,0,0,4,,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,GH19N227,3,4,4/15/2019,3
0,190433,109436,4/30/2019,119,2019,Monroe,0,0,4,,3,2,2,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N227,3,4,4/15/2019,3
0,190433,109436,4/29/2019,118,2019,Monroe,0,0,4,,1,0,1,0,0,0,1,1,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N227,3,4,4/15/2019,3
0,190433,109436,4/27/2019,116,2019,Monroe,0,0,4,,0,0,0,0,0,0,0,,2,2,2,2,0,3,2,0,0,0,0,0,0,0,0,3,1,2,0,0,GH19N227,3,4,4/15/2019,2
0,190433,109436,4/25/2019,114,2019,Monroe,0,0,4,,2,1,1,0,0,0,0,4,1,1,0,0,1,6,2,0,0,0,0,0,0,0,0,2,1,5,0,0,GH19N227,3,4,4/15/2019,2
0,190433,109436,4/24/2019,113,2019,Monroe,0,0,4,,1,0,0,0,0,0,0,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,0,0,GH19N227,3,4,4/15/2019,2
0,190433,109436,4/23/2019,112,2019,Monroe,0,0,1,,4,2,2,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,GH19N227,3,4,4/15/2019,2
0,190433,109436,4/22/2019,111,2019,Monroe,0,0,4,,2,0,2,0,0,0,0,5,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,GH19N227,3,4,4/15/2019,2
0,190433,109436,4/20/2019,109,2019,Summers,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,2,0,0,GH19N227,3,4,4/15/2019,1
0,190433,109436,4/18/2019,107,2019,Monroe,0,0,4,,3,0,0,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,4,4,0,0,GH19N227,3,4,4/15/2019,1
0,190433,109436,4/17/2019,106,2019,Monroe,0,0,4,,5,0,2,0,0,0,1,3,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,3,0,4,0,0,GH19N227,3,4,4/15/2019,1
0,190433,109436,4/16/2019,105,2019,Monroe,0,0,4,,5,1,0,3,0,0,0,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,4,0,0,GH19N227,3,4,4/15/2019,1
1,190433,109436,4/15/2019,104,2019,Summers,0,0,3,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,0,GH19N227,3,4,4/15/2019,1
0,190432,209330,5/4/2019,123,2019,Hampshire,0,0,4,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,GH19N227,1,2,4/15/2019,3
0,190432,209330,5/3/2019,122,2019,Hampshire,0,0,7,,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,GH19N227,1,2,4/15/2019,3
0,190432,209330,5/2/2019,121,2019,Hampshire,0,0,5,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,GH19N227,1,2,4/15/2019,3
0,190432,209330,4/17/2019,106,2019,Hampshire,0,0,5,,0,0,0,0,0,0,0,,0,0,0,0,0,12,2,0,0,0,0,1,0,0,0,2,1,3,0,0,GH19N227,1,2,4/15/2019,1
0,190432,209330,4/16/2019,105,2019,Hampshire,0,0,7,,1,0,0,0,0,0,0,3,1,1,3,1,0,1,0,0,0,0,0,2,0,0,0,3,1,3,0,0,GH19N227,1,2,4/15/2019,1
1,190432,209330,4/15/2019,104,2019,Hampshire,0,0,5,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,GH19N227,1,2,4/15/2019,1
